"initial","final","env1","env2","interval","prevalence1"
0,0,-0.191592076154168,0.35354993470621,6,0
1,1,-1.56410726959281,0.518649382482825,5,0.816
0,0,-1.10006019188558,0.0271355537151704,8,0.59
1,1,-0.773449982560902,-1.5372881534403,10,0.64
0,0,-0.411719264341376,0.310140651602715,6,0.328
0,0,-0.832273624983259,-1.7170525951455,5,0.392
0,0,0.0602755800137789,-0.301171084556929,5,0.004
0,0,-1.32843110360055,-0.603143809000316,15,0.334
1,1,-0.893714067865829,0.450370432256193,12,0.434
0,0,-1.16313613749288,0.0529964032236525,7,0.862
0,0,-1.02275535112678,-0.213654185305739,5,0.868
0,0,-1.16586197731709,-0.391526369729804,11,0.442
0,0,-0.832873306716094,-1.50985042286425,5,0.524
1,1,-0.882101984222681,-0.527611205862782,5,0.786
0,0,-0.169948903933579,-0.102641758147424,6,0.006
1,1,-0.748971941550354,0.472289079095671,3,0.392
0,0,-0.142363398647581,-1.44866743744178,5,0.02
0,0,-0.241034918930761,-1.16595518889538,5,0.022
0,0,-0.679353973346122,-1.22128118749538,5,0.13
0,0,-0.32984670572867,-0.0569122071873396,5,0
0,0,-0.20062239217635,0.198914219156648,5,0.004
0,0,-0.692601551915303,-1.89870929413181,5,0.15
0,0,-0.811635112037551,-1.98178839952138,5,0.342
1,1,-1.0479421249322,-0.21822714040174,3,0.858
0,0,-1.88228294824139,-0.730285476792814,10,0.322
1,1,-1.2014069366705,0.139882550047824,3,0.856
0,0,-0.312891974652293,-1.11626090839392,5,0.004
0,0,-0.875778032555053,-2.02596359628627,5,0.498
0,0,-0.279636726587249,0.428451785416693,5,0.002
0,0,-1.14972500004017,-1.09040005888546,8,0.256
1,1,-0.770015424239415,0.642749922502099,5,0.61
1,1,-1.08277836091415,0.0307623801706422,13,0.81
1,1,-0.892133074099903,-2.05324363875557,5,0.634
0,0,0.306909650858676,-0.0249015215152814,5,0
1,1,-0.917319839456741,-0.148686685321045,11,0.262
1,1,-0.937163963879261,-0.38884567191491,11,0.602
1,1,-0.860077199298886,1.08841290176596,5,0.504
0,0,-0.392424212410336,-1.609115086069,5,0.118
0,0,-0.645608074463659,-1.56929883911237,5,0.04
0,0,-0.334208043728372,0.404325505082598,5,0.54
0,0,-0.774049673392211,-1.41255686099398,5,0.474
1,1,-0.855116163269082,0.460147094875241,3,0.818
0,0,-0.888534969405291,-0.071577201115921,8,0.516
0,0,-0.559054836262266,0.931578216903516,5,0.206
0,0,0.448053658367624,-0.601296605463996,4,0
0,0,-1.33987963443258,-1.15662906372421,10,0.356
1,1,-1.1326612456846,-0.663065289568714,7,0.77
0,0,-0.166841452655949,-0.917573893877651,5,0
0,0,-0.546223930673795,0.336204242962709,5,0.338
0,0,-0.757115908549777,-1.75218065338965,5,0.338
0,0,-0.574806306569412,-1.64014585279192,5,0.114
1,1,-1.33181114561134,-0.617808802928898,15,0.298
1,1,-0.553965319707333,-1.38232579824105,5,0.606
0,0,-1.51367922234504,-1.61960134516847,9,0.33
0,0,0.506822765649863,-0.447821023842764,5,0
0,0,-0.833338792053784,-2.05388652103697,5,0.236
1,1,-1.01032551612127,-0.355415793282022,5,0.668
0,0,-0.0536100368660298,-0.225323105205892,5,0
0,0,-0.315890408012327,-1.19810103580182,10,0
1,1,-0.924843163688513,0.30671656699878,2,0.544
0,0,-0.448046931401855,0.815711248744268,5,0.208
0,0,0.508621835544218,-0.311578499603019,5,0
0,0,-0.553365627204876,-1.15221379673496,5,0.1
0,0,-0.948830559730663,-2.23695028312974,5,0.262
1,1,-0.631324667103897,-0.193154731427044,5,0.644
1,1,-0.959243270159776,-1.88877494340599,5,0.408
1,1,-0.941177239499336,0.22623498327989,5,0.742
0,0,-0.892405663086486,-2.02422902711193,5,0.526
0,0,-0.671830647814568,-1.60257102963851,10,0.12
0,0,-0.071199496069359,0.810608912147003,4,0.022
0,0,0.678420739315621,-0.338991970470358,4,0
0,0,-0.231280309401823,-0.431421460739825,5,0
0,0,-0.189608504600898,0.0960816459319331,5,0
0,0,-0.0976946558072844,0.048637453415382,5,0
1,1,-0.847592841636873,-1.09891521665044,5,0.374
1,1,-0.981704193742727,-0.161301733861752,7,0.512
0,0,-0.212962668486649,0.30577043835825,5,0.148
0,0,0.284909993820925,0.00321548090530044,5,0
0,0,0.101062540403904,0.415121075468397,5,0.002
0,0,-0.21868695011948,-1.14117562926183,5,0.002
1,1,-0.713045358070657,0.543406415243987,5,0.41
1,1,-0.845194104307277,-0.190789409825682,7,0.854
1,1,-0.952319638059095,-1.83642249196202,5,0.448
0,0,0.599002299459283,-0.0986389062066161,5,0
0,0,-1.26486450321556,-1.77271649683141,11,0.186
0,0,-0.220813084164892,-0.10753008945696,6,0.002
0,0,-0.657329182523316,-1.99568747978856,5,0.046
0,0,-0.693431879468626,-1.35726898479342,5,0.466
1,1,-0.695545452920461,0.039592914149135,3,0.748
0,0,-0.692383480985993,-1.56977190343265,5,0.16
0,0,-1.27527721480229,0.492788532974343,10,0.73
1,1,-0.897312169960877,-0.383641964391872,5,0.79
1,1,-1.87794496992425,-0.460345964893891,10,0.632
0,0,0.632702089974172,0.469608381280778,5,0
0,0,-0.713905049699598,-2.08808058049493,5,0.13
0,0,-1.84148880226388,-1.04482819603212,9,0.002
0,0,-0.629580125665062,-1.57387179420838,5,0.066
1,1,-0.681207548299938,0.274075128899678,4,0.692
0,0,-0.0147395302848792,-0.775339221581084,5,0
0,0,-0.93781816496915,-1.04892808680785,7,0.406
0,0,-0.629743668138843,1.40659111164242,4,0.328
0,0,-1.29326776175267,-0.370396163424113,11,0.444
1,1,-1.82017272477984,-0.112260732659728,12,0.492
1,1,-0.655857223572153,-1.32803603577119,5,0.404
0,0,-0.708847563844517,-1.3468009204755,5,0.312
1,1,-1.13266124081041,0.0734958571023246,8,0.88
1,1,-1.09569883991323,-0.0629043552441708,14,0.884
0,0,0.214939769747454,0.598157978597935,4,0.02
0,0,-0.621947775717,0.189081239356614,4,0.43
1,1,-0.83761626721736,0.211157574302859,5,0.426
1,1,-0.855116167168428,0.517860941949014,3,0.598
0,0,0.615076371023055,-0.144016691390105,5,0
1,1,-1.24436618479102,0.818887537751848,6,0.5
0,0,-1.76636463624225,-0.253391588208992,11,0.694
0,0,-0.884718792481587,0.222826494203036,7,0.456
0,0,-0.659237274234623,0.056780917785868,5,0.538
1,1,-1.21067479491813,-0.325928117318091,7,0.576
0,0,-0.0328975308575965,0.351398618392556,5,0.006
0,0,0.000470643755279652,0.509188096077289,5,0.002
0,0,-0.658092415828405,0.111183314617704,5,0.748
0,0,0.481472435722946,0.463458545117178,5,0
0,0,-0.907288751529192,-2.37003904523429,5,0.162
0,0,-0.586620871370573,-1.63237408181595,10,0.554
1,1,-1.19568267388451,-0.263956691361825,10,0.46
1,1,-0.72656553212533,0.0515772102628233,7,0.506
1,1,-0.80851987042351,-1.8518871898606,5,0.478
0,0,-1.51152970260112,0.150335018838709,8,0.87
0,0,-0.310002590404625,0.443905219879061,5,0.008
0,0,-0.154411611151528,-1.373292522411,5,0.012
0,0,-0.730142671985764,-2.03937921521515,5,0.098
1,1,-0.584222140539888,0.367111111887471,4,0.638
1,1,-0.630309807196814,-1.43516690953234,5,0.79
0,0,-0.701487795084345,-1.7981042820196,5,0.086
0,0,-0.0603662260327548,0.450100109787455,5,0
0,0,-0.303896697968268,0.569424952859189,5,0.102
0,0,0.496519091985187,0.0454273740992236,5,0
0,0,-0.251887682726816,-1.19904716444237,5,0.002
0,0,-0.868745363040044,-0.64114664272922,14,0.294
0,0,0.00783040471675928,-0.402564537202945,5,0.002
0,0,-0.15631969376436,0.0224049105124257,5,0
1,1,-0.82578612434294,0.586928332709456,5,0.404
1,1,-1.31654643876951,1.61016645746825,12,0.96
0,0,0.0194619728351996,-0.832816536494719,5,0
0,0,-0.74778515067625,-1.75786955508734,5,0.348
0,0,-1.59267407960062,-1.32472458552925,9,0.02
1,1,-1.29583005366026,1.07686528040949,11,0.364
1,1,-1.22168718954764,-0.393103250797401,9,0.67
1,1,-0.674338422558491,-0.174862911043013,5,0.628
0,0,0.593940624706693,-0.127398790908564,5,0.004
0,0,-0.107974981487439,-0.773052744033078,5,0
0,0,-1.9389648535707,-0.368819282356523,11,0.524
0,0,-0.0999199464526173,-0.10921613921382,5,0
0,0,-0.760529496737973,0.480015796326867,1,0.306
1,1,-1.03916491527814,0.181354522125418,5,0.544
1,1,-1.06293424169076,-0.513103900040957,7,0.706
0,0,-1.17818277750784,-0.358096491096916,10,0.562
0,0,-0.768816054274835,1.41699852668853,5,0.256
1,1,-0.691456693509084,0.112444819471768,5,0.76
0,0,0.54776490121697,-0.340277735033139,5,0
0,0,-1.78588165222974,-0.722671393923597,7,0.382
0,0,-1.4869659847524,-0.580436721627028,13,0.372
0,0,-0.00329102420962659,-1.289560137722,5,0.002
0,0,-1.10747447870303,-0.146952116146704,11,0.604
1,1,-0.914103346865436,1.23928403037119,6,0.808
1,1,-1.1055118721839,-0.0742578989308153,3,0.874
0,0,-1.07394663775206,-0.54874141216848,14,0.54
1,1,-0.934383604048101,0.2690291094834,8,0.546
1,1,-1.00356544014208,-0.231788317583001,12,0.698
1,1,-0.827367105111046,0.00395540202162871,11,0.572
1,1,-1.01790335841031,-0.10674164892315,5,0.844
0,0,-0.863021103503507,0.0952568158350349,5,0.68
0,0,-1.35552595831284,-0.740490149987358,5,0.416
0,0,-0.605031987038519,-1.85411735022762,5,0.002
1,1,-0.847156712776075,-0.0321551744261766,5,0.702
0,0,-0.356396388722997,-1.05791630889311,5,0
0,0,-0.981704201541419,-0.601251551719208,14,0.444
0,0,-0.972163761181832,0.28527098447958,5,0.758
0,0,-1.03932846652545,-0.454759300540157,11,0.606
0,0,0.254627993339584,0.756758423688815,5,0
0,0,-0.84448538256055,-1.54044191557548,5,0.332
0,0,-0.923752829838479,0.2245610633774,12,0.43
1,1,-0.932420996879085,-0.212865744771928,5,0.77
0,0,-0.0500118996768664,-0.655811636657804,5,0
0,0,-0.698980013841511,-0.711002474023434,11,0.226
0,0,-0.371497555243815,-1.14921772270654,5,0.002
0,0,-1.39886682304529,0.171262483292862,7,0.658
1,1,-1.17823729491522,-0.265375884322656,12,0.7
1,1,-1.13653193449161,-0.445140326027846,7,0.698
0,0,0.677732970655041,-0.0856114426174586,9,0
0,0,-1.07149338236519,-0.608662892736878,9,0.45
1,1,-0.932311965963668,0.128371318254437,5,0.858
1,1,-1.09466302607014,-0.0370435057357123,11,0.756
1,1,-1.55582071652394,-0.312524628243596,11,0.492
1,1,-1.78462776532489,0.0279239942489816,13,0.54
0,0,0.506495672903608,-0.460120696169945,5,0
0,0,-0.299426331652713,-1.07557737685011,5,0
1,1,-1.0879574587248,-0.527768893969542,7,0.696
1,1,-1.18287122482602,0.0397506022559024,3,0.898
0,0,0.279542194405701,-0.613708912153166,5,0
0,0,0.357010575688615,-0.107687777563727,5,0
1,1,-0.410072084189252,-1.47452828695024,10,0.272
1,1,-1.14340105308425,-0.0034559389960328,11,0.778
0,0,-1.24300326353852,-0.787638893908281,11,0.29
0,0,0.539532856538249,-0.288871412229755,10,0
0,0,-0.530959225578543,0.168266409264434,5,0.616
0,0,0.339284221614105,-0.126658869792258,5,0.002
0,0,-0.0941160331740846,0.696363878800147,5,0.002
0,0,0.503878847747534,0.52448384243289,5,0
1,1,-1.86478694729985,-0.819289149622042,12,0.512
0,0,-0.860622358375219,-0.104849391642066,11,0.464
1,1,-1.06217100513622,-0.13654470110059,10,0.812
1,1,-0.94555955233154,-0.613235847832889,6,0.58
0,0,-0.929477087425344,-1.93040460359035,5,0.544
1,1,-1.0115794054429,0.216361281825928,9,0.802
0,0,-0.449183993158433,-1.48556645442337,5,0.362
0,0,-0.305913827093904,-1.17823233435019,5,0
1,1,-0.751207127307696,-1.48288575660847,5,0.264
0,0,-1.48118720559479,-0.509950137905779,5,0.144
0,0,-0.110362029505915,-0.167136193811842,5,0
0,0,-1.24300326333543,-1.06059700670801,13,0.308
1,1,-0.966984658172056,0.039277537935625,7,0.628
1,1,-1.14225619825243,-0.493077510482571,10,0.568
0,0,0.12883676784103,-0.268032322428833,5,0
0,0,-1.19524653876851,0.434443933473549,10,0.726
0,0,-0.0814387837601921,-0.177507219294844,5,0.002
0,0,-0.278969941607688,-1.25568145447756,5,0
1,1,-0.730109126561362,0.226453320658508,3,0.502
0,0,0.597756805529735,-0.258910671945547,5,0
1,1,-1.13593225113404,-0.0744155870375816,10,0.676
1,1,-0.726074872209439,-1.36619655760685,5,0.34
1,1,-1.15255987711624,-0.533445665812861,11,0.588
1,1,-0.960769741969083,0.0542579080777401,5,0.648
1,1,-1.02319148908605,-0.131814057897822,13,0.858
0,0,0.569189998608905,-0.222642407390974,5,0
0,0,-0.855225196784063,-1.71342576869005,5,0.574
0,0,0.038850493020102,-0.732763432756169,5,0
0,0,-1.74973700886888,-1.45324039253779,7,0.024
1,1,-1.11150871940724,0.107241111948723,11,0.72
1,1,-0.698652917195912,0.272025183511828,6,0.404
0,0,0.60746080136092,-0.116360623435453,5,0
1,1,-1.01359653196898,0.52889910942215,5,0.638
0,0,-1.62200412154266,-1.36304279547167,9,0.018
1,1,-2.04003902139201,-1.10569580524107,12,0.322
1,1,-0.839524353729539,0.507768903116457,3,0.646
0,0,0.564774119155846,0.237018423811341,5,0
1,1,-1.53919308995279,0.036281463907198,12,0.88
0,0,-0.324395027380025,-1.12950670936167,5,0
0,0,-0.827476142525374,-0.613235847832889,7,0.316
0,0,-0.671939681329549,-0.794261794392157,9,0.392
0,0,-1.06729558358981,-0.193470107640578,7,0.584
1,1,-0.959570368105157,0.0678190852590013,10,0.666
1,1,-1.28301860257086,0.183404467513293,11,0.794
0,0,-0.295425627174445,0.548319006262216,5,0.014
0,0,-0.930349362693998,0.67365679142686,7,0.404
0,0,-0.994024993933474,-0.811292109922123,7,0.508
0,0,-0.847919944781382,0.560909795094206,5,0.702
0,0,-1.00460125658473,-0.241880356415558,6,0.614
0,0,-1.54846094792625,-1.63268945802946,9,0.192
1,1,-1.90925319246794,-0.144271418331787,12,0.528
0,0,-0.207129371535784,-1.13486810499148,5,0.01
0,0,0.554143352744923,0.623669661584283,5,0
0,0,0.0323629741828352,-1.04498588413888,5,0
0,0,-0.652695255537031,-1.83437254657416,10,0.064
0,0,-1.21661712907008,-0.347531387944058,10,0.304
0,0,0.578348839863003,0.663880128807789,5,0
0,0,-0.576262680948407,-1.37218870566369,5,0.3
0,0,-0.66332602844687,0.280067276956534,11,0.386
0,0,-0.209103640720499,0.30757258814977,5,0.024
1,1,-1.16809717152302,0.223930310950358,5,0.798
0,0,-0.812593044334302,-1.48178193986116,5,0.254
0,0,-0.16618723336911,-1.1317143428563,5,0
0,0,-0.856206498418898,-2.59442922115227,5,0.026
0,0,-1.55734718906438,-1.41097997992639,6,0.248
1,1,-1.43070463890873,1.44033636648884,7,0.948
1,1,-1.06942174038141,-0.40761055661924,11,0.706
1,1,-1.06424264387054,0.155809048830493,5,0.69
0,0,-0.303510895467694,-0.98552533803639,5,0
1,1,-1.53243300591089,0.341723326699289,9,0.846
0,0,0.517449360760321,0.583459194360751,5,0
1,1,-0.995660501857327,-0.269002710778104,11,0.708
0,0,-0.667653829370769,-1.58185323838126,10,0.092
0,0,-0.231825497773243,0.0938376228742283,5,0.004
0,0,-0.812374986402813,0.491053963800002,5,0.438
1,1,-1.7262947806555,-0.158936412260368,11,0.688
0,0,0.0896601265989363,0.909558199138234,5,0
0,0,-0.421762057641638,-1.20377780764514,5,0.004
0,0,-0.813683387282811,0.599070316929863,8,0.552
0,0,-0.966330456432276,0.263983090067121,4,0.382
1,1,-0.530032429003162,-1.49770843864381,5,0.406
1,1,-0.916338543670926,0.447532046334533,5,0.458
1,1,-1.6529151531685,-0.485823857571654,8,0.348
0,0,-0.436427069306017,-1.1739747554677,5,0
0,0,-0.56857581164329,0.24064525026679,6,0.36
0,0,-1.07661796276845,-0.5755483903175,11,0.338
1,1,-1.04875986914576,0.140197926261358,5,0.674
0,0,-0.70519493979285,-1.82743426987676,5,0.07
1,1,-1.97614531532388,-0.539753190083213,12,0.67
0,0,-0.832927826073149,-1.31368641805612,5,0.394
0,0,0.517726148342798,-0.205612091861032,5,0
1,1,-0.450601439251451,-0.0390934511235628,5,0.63
0,0,-1.11690588359796,-0.740805526200875,8,0.462
0,0,-0.726838122411695,0.326112204130154,3,0.664
0,0,-0.136584611955297,-0.167451570025352,6,0
1,1,-1.22746597461519,-0.30227490130425,14,0.44
0,0,-0.202973512277112,-0.0689571525728552,5,0
0,0,-0.506212778779888,0.326488229615491,5,0.33
1,1,-0.779119727939512,-0.0517084996642949,13,0.512
0,0,-0.783998989618663,0.180205651633352,14,0.468
1,1,-1.24158582642212,-0.231315253262724,11,0.71
0,0,0.0460934154612203,-1.05885117409747,5,0
0,0,-0.756767831372632,-1.20346243143162,5,0.234
1,1,-1.46134308488884,1.36291150607021,7,0.92
0,0,0.247050186144655,-0.611185902445022,5,0
1,1,-0.840614694078483,-0.632946861177756,14,0.408
0,0,-0.702850715321398,1.6448578409552,4,0.32
1,1,-1.81706527009028,-0.0704733843686008,12,0.592
0,0,-0.23400615767462,0.220461172601652,5,0
1,1,-0.7490809776649,0.489004018412128,10,0.456
0,0,0.590724132115385,0.149028460239851,5,0
0,0,-1.24556555410571,1.33121619661166,6,0.876
1,1,-0.735288222422337,-0.710844785916674,9,0.494
0,0,-0.747936119258683,0.264613842494165,7,0.532
0,0,-1.24174937787252,-0.510107826012537,10,0.534
0,0,-0.966548521512565,-2.24026173337168,5,0.198
0,0,-0.985520368066867,-0.27830630907689,5,0.714
0,0,-0.601747182574605,-1.58241121168209,10,0.048
1,1,-0.68407356432362,-1.4666551450485,5,0.392
0,0,-0.600304603496412,-1.35846984037566,5,0.412
1,1,-0.441715193482844,-1.76167832935828,5,0.458
1,1,-0.868753153005088,-1.70144147257637,10,0.292
1,1,-0.868527297309863,0.0867416580700747,10,0.64
1,1,-1.13816743689139,-0.445140326027846,7,0.702
0,0,-0.594148390698825,0.865053763469124,5,0.222
1,1,-0.711736954591095,0.616100632459853,12,0.512
0,0,0.406947972342362,0.441382210170935,5,0
0,0,-1.85497391628253,-0.719438787735038,10,0.39
0,0,0.500008164464594,-0.278937061503941,5,0
1,1,-0.881720368220028,0.0862685937497983,8,0.866
0,0,-0.728528132795436,0.248845031818262,3,0.3
0,0,-0.574954280068409,-2.38643860833722,5,0.004
0,0,0.140796920512689,-0.0140210421489134,5,0
0,0,0.564937678526805,0.374049388584857,5,0
1,1,-1.09913340505857,-0.0670042460199201,5,0.772
1,1,-1.10829222876561,-0.148844373427787,6,0.802
0,0,-0.472055908117761,-1.28741315349921,10,0.008
0,0,-0.715117000054436,-1.4489828136553,5,0.6
0,0,0.345717813209303,0.187673309832001,5,0
1,1,-1.20473246342668,-0.263799003255059,10,0.69
0,0,-0.545188110981687,1.10729908501395,4,0.126
0,0,0.547056171671554,-0.673788080828322,5,0
1,1,-1.19355651758033,-0.327189622172179,12,0.682
1,1,-1.2513988519908,-0.460278384276712,13,0.482
1,1,-0.802507442898716,0.68437958268646,6,0.706
1,1,-0.867436967359175,-0.500488851500243,11,0.526
1,1,-0.797273830280251,0.101091275785123,11,0.51
1,1,-1.0928639720981,-0.190000969291896,5,0.79
1,1,-1.20342406157184,-0.11478374236788,8,0.468
0,0,-1.03295000037495,-0.3819073952175,8,0.492
1,1,-0.930567427124397,-0.857179348988976,7,0.572
1,1,-0.589292200286316,0.351026924998059,3,0.88
1,1,-0.479331798744372,-1.35312057460022,5,0.614
0,0,-0.969328881343726,-1.01171369361274,10,0.424
1,1,-0.773122875517047,-1.42138739497248,5,0.442
0,0,0.758472372984789,-0.05139312345076,3,0
1,1,-1.02499054078347,-0.295652000820374,11,0.686
1,1,-1.07011488670086,0.281103513086676,14,0.718
0,0,0.566845779336584,0.413786791488134,5,0
0,0,-0.698107754820133,-0.407295180405706,5,0.704
1,1,-0.9886278336421,0.265402283027952,9,0.562
1,1,-0.728091994836163,0.107083423841956,5,0.832
0,0,-0.73305302106761,-0.128817983869418,6,0.676
0,0,-0.550476245556772,0.602697143385335,4,0.304
0,0,-0.963768162331296,0.341092574272245,10,0.56
0,0,-0.275493442619689,0.667664643370028,5,0.004
1,1,-0.976088965121608,-0.1542057690576,5,0.774
0,0,-0.226981869454061,0.963402622669247,5,0.01
0,0,-0.76292823406757,-0.105637832175829,11,0.472
0,0,-0.843286013895752,-0.157990283619815,8,0.306
0,0,-0.884555234410422,-0.27609867558228,5,0.308
0,0,-0.0430883013705185,0.0090014214379082,5,0
0,0,-0.187729775865394,-0.838341685158466,5,0.004
0,0,0.176832534907804,-0.914104755528953,5,0
0,0,-0.729836536274998,0.572421026887617,5,0.3
1,1,-0.958238601740001,-1.92874887846938,5,0.574
1,1,-1.63432492269809,-0.282721576066132,11,0.702
0,0,-1.59414603392131,-1.24335752244163,11,0.146
0,0,-0.418981696510695,-1.40073025298706,5,0.004
0,0,-0.571410696030633,-1.39032283794097,5,0.088
0,0,-0.73779599066735,-1.69119174563703,5,0.238
0,0,0.186100375882554,-0.554891248332086,5,0
1,1,-1.1989536814461,-0.0810384875214341,10,0.474
1,1,-0.732071731130815,0.960491457621389,5,0.422
0,0,-0.876323201429743,-0.936969531009001,7,0.338
0,0,-1.14051165908822,-0.281144694998558,8,0.786
0,0,-0.0506817003792593,-0.788033114175179,5,0
0,0,-0.235587142342072,-0.56829473740658,6,0.006
0,0,0.54716521298522,0.449897367935917,4,0.004
1,1,-1.15495861867013,0.0146781932812294,5,0.882
0,0,-0.59387162351293,-0.265375884322656,6,0.426
0,0,-0.398344969108408,-1.36642702483981,5,0.036
0,0,-0.723403548492824,-0.126925726588286,11,0.29
0,0,-0.203803832431677,-0.924039106254769,5,0
0,0,-1.67695706816152,-0.0113403443339965,12,0.602
0,0,-0.841667288307485,-2.04631749191255,5,0.174
1,1,-1.04390787512952,-0.129764112509948,3,0.812
1,1,-0.990590438211552,0.0465311908465438,5,0.82
1,1,-1.03093287644844,0.472131390988928,13,0.666
0,0,-0.847156714075857,-0.738124828385973,7,0.272
0,0,-0.699797767803438,0.127109813400373,11,0.238
1,1,-0.991026569718335,0.302458988116312,14,0.746
0,0,-0.67183065561326,-1.53776121776058,5,0.202
0,0,0.175469599073364,-0.195046988708151,5,0
0,0,-0.243982725595224,0.339673381311416,5,0
1,1,-0.740031179024256,-0.0100788394799326,3,0.736
0,0,0.582585566645829,0.0296360365509367,5,0.002
0,0,0.162525756167446,0.608396442101065,5,0
1,1,-1.91497745509145,-0.78322362691903,9,0.564
0,0,-1.20113435271042,-0.227530738700509,9,0.448
1,1,-0.867436967359175,-0.495758208297474,11,0.726
0,0,-0.406680360927145,0.207068946963351,5,0.642
0,0,-0.00229415007202762,-0.0949375677886379,5,0
1,1,-0.826721286115472,-1.87856160602976,5,0.274
0,0,0.269631829954145,-0.136341959249053,5,0
0,0,0.542729848314152,0.236376407948105,4,0
0,0,-1.29610263612763,-0.427636946177603,12,0.516
0,0,-0.69570901359119,-1.25486875423503,5,0.15
0,0,-0.212335733852721,-0.194810456548036,5,0.002
1,1,-1.20865767386536,0.126321372866562,3,0.818
0,0,-0.749244522738244,0.23102627575451,4,0.538
1,1,-0.52610722766295,0.162589637421112,5,0.652
1,1,-0.935037809037337,-0.571763875755287,5,0.34
0,0,-0.741121518073419,-0.147109804253447,8,0.316
0,0,-0.859913649626313,0.384141427417437,5,0.654
0,0,-0.254722532762776,-1.01191643546429,5,0
0,0,-0.690529908631741,-1.51789251630895,5,0.206
1,1,-0.686713730408255,0.116860086461026,3,0.528
0,0,-0.665125082743849,0.463773921330713,5,0.654
0,0,-0.89022499148707,1.30393615414237,11,0.472
0,0,-1.50686462148472,-0.547952971634686,8,0.296
0,0,-0.288468451699019,-1.18990125425035,5,0
1,1,-1.02471795504634,-0.374496054199861,12,0.634
0,0,-0.113524006639512,-0.839675969138733,5,0
0,0,-1.28792511529427,0.269186797590167,6,0.596
1,1,-0.712126960786705,-1.73347641795716,10,0.274
0,0,-0.320481502724479,-0.0293280519407086,5,0
0,0,-1.20822153757144,-0.494654391550171,12,0.534
1,1,-1.34598551488658,-1.48036274690033,7,0.62
0,0,0.365328280459195,-0.775575753741222,5,0
0,0,-0.794657023321128,-0.722986770137115,9,0.464
0,0,-0.60439335770866,-1.69544932451953,5,0.668
0,0,-1.0385652263965,-0.649977176707723,12,0.554
0,0,0.567009333508406,0.0123128716798452,5,0
0,0,-0.925715431158476,-2.47237862652085,5,0.004
0,0,0.590069957021133,0.686114151860801,5,0
0,0,-0.205112239810585,0.37042256212941,5,0.006
1,1,-0.906416481459666,-0.175020599149781,12,0.754
1,1,-1.35596209262663,-0.0763078443186894,10,0.74
0,0,0.590669608858987,-0.156098026338707,5,0
1,1,-1.04129107012006,-0.778650671823021,7,0.494
0,0,-0.87490966164592,0.170834472717355,14,0.56
0,0,-0.788769207013208,-1.34727398479578,5,0.438
0,0,-0.370134619409378,0.287005553653919,5,0.004
0,0,-0.879049039304285,0.44800511065481,7,0.532
1,1,-1.00967131893073,-0.00424437952984402,10,0.586
0,0,-0.654875925836664,0.246795086430388,5,0.442
1,1,-0.75883947855554,-0.10784546567047,3,0.67
0,0,-0.0352378544975065,-0.116045247221944,5,0
0,0,0.324191464283056,-0.74600923372392,5,0
1,1,-1.21187416454761,-1.48288575660847,9,0.63
1,1,-1.53243300591089,0.341723326699289,9,0.846
0,0,0.424665966618816,0.462670104583392,5,0.002
0,0,-0.65514850618898,-1.85539011851788,5,0.006
0,0,-1.47350033285744,-0.278779373397168,13,0.612
1,1,-0.713372454716256,0.176781567029417,5,0.64
0,0,-1.67979194192721,-0.657703893938909,8,0.268
0,0,-0.521963941095827,-0.292340550578435,10,0.106
1,1,-0.930730973497523,-0.546533778673856,11,0.718
1,1,-1.08043413449303,-0.0679503746604729,5,0.876
0,0,0.662044692793323,0.415763957749787,5,0
0,0,-0.352977399747661,-0.0465498458860184,10,0
0,0,-0.310438732263245,0.287951682294497,6,0.004
0,0,0.761634337120571,0.169527914118521,5,0
1,1,-1.02264632086125,-0.649977176707723,12,0.544
0,0,-0.158991029179013,-0.15215582366975,5,0
0,0,-0.462758690469508,0.442959091238532,5,0.12
1,1,-0.92799675302875,-1.83865438516538,10,0.37
0,0,-0.888425935890309,-0.662749913355197,14,0.396
0,0,-1.69126773066799,0.0661633601380329,9,0.636
0,0,-0.720350602274645,0.251998793953434,3,0.634
1,1,-0.819571200991166,-0.125664221734223,5,0.768
1,1,-1.0791257355627,0.755339230727986,10,0.72
0,0,0.625778442647465,0.646838549841631,5,0
0,0,-0.650296513008307,-0.104376327321765,5,0.332
1,1,-0.821424769446072,-1.421702771186,5,0.486
0,0,-0.740249247354002,-1.64104692768769,5,0.624
0,0,-0.206802257993018,-0.134021691392462,5,0.002
0,0,-0.945832137418776,-1.90848595675086,5,0.656
0,0,-0.335080324846046,-1.09449994966119,5,0
1,1,-0.940434973228056,-0.286821466841881,5,0.61
1,1,-0.882647156996718,-0.285086897667523,5,0.862
1,1,-0.900964804410802,-0.620331812637039,11,0.542
1,1,-1.07934380064299,-0.0360973770951348,11,0.656
0,0,-0.968129509429473,-0.33318177022901,6,0.79
0,0,-0.785305291015031,1.23483237381886,5,0.302
0,0,-0.668287058577664,0.0903684845255228,5,0.482
1,1,-0.920972473906665,-0.636100623312934,7,0.436
1,1,-1.24616524026593,-0.324193548143751,11,0.67
1,1,-1.58618657847288,-0.0198555020989793,13,0.714
1,1,-1.02231921901653,0.00805529279735324,8,0.876
1,1,-0.798146100999669,0.313812531802956,4,0.658
0,0,-0.531122766752541,-1.4516635114702,5,0.434
1,1,-0.436501052898902,-0.0077135178785484,5,0.6
